ent,mun,est,pea,ocupados,informales
30,102,3,51.867,92.445,62.616
30,102,4,59.593,99.205,76.627
30,102,5,4.215,4.104,6.118
30,103,1,52.34,99.51,89.016
30,103,2,2.553,4.745,7.327
30,103,3,48.14,91.706,76.964
30,103,4,56.54,99.657,89.796
30,103,5,4.878,4.768,8.232
30,104,1,54.422,98.11,83.579
30,104,2,2.45,4.678,6.372
30,104,3,50.392,90.415,73.098
30,104,4,58.452,98.366,94.06
30,104,5,4.502,4.768,7.624
30,105,1,57.259,96.503,57.583
30,105,2,2.937,4.85,10.52
30,105,3,52.428,88.525,40.279
30,105,4,62.091,96.647,74.887
30,105,5,5.13,5.026,18.269
30,106,1,60.684,97.988,89.316
30,106,2,2.926,4.571,9.72
30,106,3,55.87,90.469,73.328
30,106,4,65.497,98.445,90.446
30,106,5,4.822,4.665,10.883
30,107,1,55.892,98.189,93.632
30,107,2,2.937,4.985,10.585
30,107,3,51.061,89.989,76.221
30,107,4,60.723,98.756,94.784
30,107,5,5.255,5.077,11.305
30,108,1,55.059,98.106,70.946
30,108,2,2.095,3.753,8.565
30,108,3,51.612,91.932,56.858
30,108,4,58.505,98.193,85.034
30,108,5,3.805,3.826,12.073
30,109,1,52.776,98.945,64.79
30,109,2,2.341,4.325,6.563
30,109,3,48.925,91.831,53.995
30,109,4,56.627,99.044,75.585
30,109,5,4.436,4.371,10.129
30,110,1,54.864,98.174,98.044
30,110,2,2.939,5.082,10.719
30,110,3,50.03,89.815,80.412
30,110,4,59.698,98.48,98.364
30,110,5,5.357,5.176,10.933
30,111,1,55.438,97.56,74.421
30,111,2,2.912,4.974,10.667
30,111,3,50.649,89.378,56.876
30,111,4,60.228,97.851,91.966
30,111,5,5.252,5.099,14.333
30,112,1,59.089,97.72,74.8
30,112,2,2.912,4.668,10.014
30,112,3,54.299,90.041,58.329
30,112,4,63.88,97.95,91.271
30,112,5,4.929,4.777,13.387
30,113,1,55.599,97.781,83.552
30,113,2,2.914,4.965,10.63
30,113,3,50.806,89.614,66.068
30,113,4,60.392,98.285,85.04
30,113,5,5.241,5.078,12.722
30,114,1,52.078,97.976,78.093
30,114,2,2.931,5.337,11.318
30,114,3,47.258,89.197,59.476
30,114,4,56.899,98.308,96.71
30,114,5,5.627,5.447,14.493
30,115,1,53.017,95.282,28.096
30,115,2,2.742,4.736,1.88
30,115,3,48.506,87.492,25.004
30,115,4,57.527,95.562,31.189
30,115,5,5.173,4.97,6.692
30,116,1,58.936,97.258,74.788
30,116,2,2.923,4.695,10.077
30,116,3,54.128,89.536,58.213
30,116,4,63.744,97.553,91.363
30,116,5,4.96,4.827,13.474
30,117,1,49.651,99.144,81.046
30,117,2,2.439,4.775,7.451
30,117,3,45.638,91.289,68.791
30,117,4,53.663,99.292,93.302
30,117,5,4.913,4.816,9.193
30,118,1,54.552,92.312,40.724
30,118,2,2.315,3.826,4.682
30,118,3,50.744,86.02,33.023
30,118,4,58.36,98.605,48.426
30,118,5,4.244,4.144,11.497
30,119,1,55.508,98.086,86.895
30,119,2,2.926,4.999,10.587
30,119,3,50.695,89.864,69.481
30,119,4,60.321,98.503,88.069
30,119,5,5.272,5.096,12.184
30,120,1,59.019,98.057,84.14
30,120,2,2.925,4.698,9.972
30,120,3,54.208,90.329,67.738
30,120,4,63.83,98.368,85.081
30,120,5,4.956,4.791,11.851
30,121,1,54.788,97.971,74.901
30,121,2,2.933,5.076,10.81
30,121,3,49.964,89.622,57.12
30,121,4,59.611,98.195,92.681
30,121,5,5.353,5.181,14.432
30,122,1,58.564,97.755,88.907
30,122,2,2.919,4.722,10.063
30,122,3,53.763,89.988,72.355
30,122,4,63.365,98.017,89.513
30,122,5,4.984,4.83,11.319
30,123,1,51.338,97.448,73.674
30,123,2,2.045,3.91,3.426
30,123,3,47.975,91.017,68.039
30,123,4,54.702,97.58,79.309
30,123,5,3.983,4.012,4.65
30,124,1,51.278,97.168,59.721
30,124,2,2.674,4.889,2.816
30,124,3,46.879,89.127,55.089
30,124,4,55.677,97.275,64.354
30,124,5,5.216,5.032,4.716
30,125,1,57.544,97.485,65.947
30,125,2,2.904,4.777,10.326
30,125,3,52.767,89.627,48.962
30,125,4,62.321,97.697,82.933
30,125,5,5.047,4.901,15.659
30,126,1,50.566,98.562,60.083
30,126,2,2.427,4.67,7.225
30,126,3,46.574,90.879,48.199
30,126,4,54.557,98.722,71.968
30,126,5,4.799,4.739,12.025
30,127,1,54.685,99.014,82.813
30,127,2,2.655,4.699,6.797
30,127,3,50.318,91.284,71.634
30,127,4,59.051,99.168,93.993
30,127,5,4.854,4.746,8.207
30,128,1,62.248,98.19,71.748
30,128,2,1.081,2.624,4.78
30,128,3,60.471,93.874,63.886
30,128,4,64.026,98.305,79.61
30,128,5,1.736,2.673,6.662
30,129,1,51.872,98.455,71.285
30,129,2,2.922,5.347,7.33
30,129,3,47.066,89.66,59.229
30,129,4,56.678,98.682,83.341
30,129,5,5.633,5.431,10.282
30,130,1,54.2,98.319,72.553
30,130,2,2.908,5.09,6.693
30,130,3,49.416,89.947,61.544
30,130,4,58.983,98.48,83.562
30,130,5,5.366,5.177,9.225
30,131,1,53.925,97.696,57.596
30,131,2,2.716,4.826,8.679
30,131,3,49.457,89.757,43.32
30,131,4,58.393,97.78,71.871
30,131,5,5.037,4.94,15.069
30,132,1,59.988,97.921,76.036
30,132,2,2.918,4.61,9.867
30,132,3,55.188,90.339,59.807
30,132,4,64.788,98.162,92.265
30,132,5,4.864,4.708,12.976
30,133,1,54.794,95.894,62.653
30,133,2,2.259,3.983,7.319
30,133,3,51.078,89.343,50.615
30,133,4,58.511,96.102,74.691
30,133,5,4.123,4.153,11.681
30,134,1,51.106,98.405,70.508
30,134,2,2.475,4.705,7.304
30,134,3,47.035,90.665,58.494
30,134,4,55.177,98.605,82.522
30,134,5,4.842,4.782,10.359
30,135,1,61.649,92.022,47.471
30,135,2,2.169,3.904,2.456
30,135,3,58.081,85.6,43.431
30,135,4,65.217,98.445,51.51
30,135,5,3.518,4.243,5.174
30,136,1,58.486,97.508,73.641
30,136,2,2.914,4.718,10.174
30,136,3,53.692,89.747,56.906
30,136,4,63.28,97.907,90.375
30,136,5,4.983,4.839,13.815
30,137,1,55.771,97.821,92.782
30,137,2,2.935,4.988,10.602
30,137,3,50.943,89.616,75.343
30,137,4,60.598,98.265,93.635
30,137,5,5.262,5.099,11.427
30,138,1,53.601,97.532,66.928
30,138,2,2.926,5.172,11.05
30,138,3,48.787,89.024,48.753
30,138,4,58.414,97.717,85.103
30,138,5,5.459,5.303,16.51
30,139,1,51.722,97.732,84.267
30,139,2,2.943,5.394,11.41
30,139,3,46.882,88.859,65.499
30,139,4,56.562,98.18,85.529
30,139,5,5.689,5.52,13.541
30,140,1,57.259,96.988,94.065
30,140,2,2.953,4.882,10.474
30,140,3,52.402,88.958,76.837
30,140,4,62.116,97.696,95.105
30,140,5,5.157,5.034,11.135
30,141,1,52.55,98.828,91.441
30,141,2,2.237,4.17,5.994
30,141,3,48.87,91.968,81.583
30,141,4,56.23,98.896,91.628
30,141,5,4.258,4.22,6.554
30,142,1,54.004,97.548,85.608
30,142,2,2.442,4.386,6.817
30,142,3,49.988,90.334,74.395
30,142,4,58.021,97.761,96.821
30,142,5,4.522,4.496,7.963
30,143,1,51.948,97.632,78.355
30,143,2,2.927,5.339,11.356
30,143,3,47.134,88.85,59.675
30,143,4,56.762,97.793,97.035
30,143,5,5.634,5.469,14.494
30,144,1,56.247,98.321,89.606
30,144,2,2.452,4.246,6.509
30,144,3,52.214,91.337,78.9
30,144,4,60.28,98.495,90.056
30,144,5,4.359,4.318,7.264
30,145,1,56.676,96.922,75.187
30,145,2,2.931,4.894,10.511
30,145,3,51.854,88.872,57.898
30,145,4,61.497,97.244,92.476
30,145,5,5.172,5.049,13.98
30,146,1,57.166,97.6,84.889
30,146,2,2.925,4.846,10.402
30,146,3,52.356,89.629,67.779
30,146,4,61.977,98.166,86.428
30,146,5,5.116,4.965,12.254
30,147,1,57.064,97.793,94.501
30,147,2,2.938,4.881,10.365
30,147,3,52.231,89.765,77.453
30,147,4,61.897,98.031,94.887
30,147,5,5.149,4.991,10.968
30,148,1,55.821,97.738,74.208
30,148,2,2.909,4.937,10.58
30,148,3,51.036,89.617,56.806
30,148,4,60.607,97.95,91.61
30,148,5,5.212,5.051,14.257
30,149,1,50.249,99.517,79.694
30,149,2,2.437,4.722,7.224
30,149,3,46.241,91.75,67.811
30,149,4,54.257,99.613,91.576
30,149,5,4.849,4.745,9.065
30,150,1,56.121,98.942,86.573
30,150,2,2.578,4.459,6.89
30,150,3,51.881,91.608,75.24
30,150,4,60.36,99.157,97.906
30,150,5,4.593,4.507,7.958
30,151,1,51.345,98.069,79.901
30,151,2,2.951,5.455,11.501
30,151,3,46.491,89.097,60.984
30,151,4,56.199,98.294,98.817
30,151,5,5.748,5.562,14.394
30,152,1,53.672,98.175,78.379
30,152,2,2.952,5.221,11.017
30,152,3,48.816,89.588,60.259
30,152,4,58.528,98.467,96.5
30,152,5,5.5,5.318,14.056
30,153,1,48.33,99.229,94.204
30,153,2,2.628,5.285,8.191
30,153,3,44.008,90.536,80.731
30,153,4,52.653,99.489,94.999
30,153,5,5.437,5.326,8.695
30,154,1,50.43,97.986,89.305
30,154,2,2.967,5.584,11.683
30,154,3,45.55,88.801,70.088
30,154,4,55.31,98.298,90.06
30,154,5,5.883,5.699,13.082
30,155,1,50.217,97.731,84.288
30,155,2,2.295,4.445,11.753
30,155,3,46.443,90.419,64.956
30,155,4,53.992,97.857,84.628
30,155,5,4.57,4.549,13.944
30,156,1,58.682,97.942,91.028
30,156,2,2.952,4.771,10.101
30,156,3,53.826,90.094,74.414
30,156,4,63.538,98.373,91.984
30,156,5,5.031,4.871,11.096
30,157,1,54.831,98.895,81.557
30,157,2,2.49,4.393,6.848
30,157,3,50.735,91.669,70.292
30,157,4,58.927,99.069,92.821
30,157,5,4.541,4.442,8.397
30,158,1,54.245,99.061,84.991
30,158,2,2.446,4.353,6.807
30,158,3,50.221,91.9,73.795
30,158,4,58.268,99.206,96.187
30,158,5,4.509,4.395,8.009
30,159,1,55.687,98.307,93.663
30,159,2,2.958,5.044,10.597
30,159,3,50.821,90.011,76.233
30,159,4,60.553,98.503,94.054
30,159,5,5.312,5.131,11.314
30,160,1,55.529,99.096,83.306
30,160,2,2.444,3.988,0.979
30,160,3,51.51,92.537,81.695
30,160,4,59.548,99.167,84.916
30,160,5,4.401,4.024,1.175
30,161,1,51.482,98.272,81.007
30,161,2,2.924,5.39,11.382
30,161,3,46.672,89.407,62.284
30,161,4,56.293,98.45,99.729
30,161,5,5.68,5.484,14.051
30,162,1,56.524,97.372,89.32
30,162,2,2.933,4.914,10.517
30,162,3,51.7,89.289,72.021
30,162,4,61.349,97.837,90.31
30,162,5,5.189,5.047,11.775
30,163,1,51.336,99.296,88.564
30,163,2,2.568,4.831,7.791
30,163,3,47.111,91.349,75.748
30,163,4,55.561,99.559,89.793
30,163,5,5.003,4.866,8.798
30,164,1,57.422,97.139,83.394
30,164,2,2.478,4.17,6.703
30,164,3,53.345,90.279,72.368
30,164,4,61.499,97.442,94.419
30,164,5,4.316,4.293,8.038
30,165,1,56.585,97.792,85.136
30,165,2,2.935,4.917,10.449
30,165,3,51.757,89.704,67.948
30,165,4,61.413,98.162,86.152
30,165,5,5.188,5.028,12.273
30,166,1,55.813,97.63,80.056
30,166,2,2.937,4.988,10.668
30,166,3,50.981,89.426,62.509
30,166,4,60.645,97.996,97.604
30,166,5,5.263,5.109,13.326
30,167,1,53.609,98.069,81.853
30,167,2,2.918,5.162,10.951
30,167,3,48.809,89.579,63.841
30,167,4,58.409,98.346,99.866
30,167,5,5.444,5.263,13.379
30,168,1,56.719,97.897,86.201
30,168,2,2.925,4.888,10.415
30,168,3,51.908,89.857,69.07
30,168,4,61.53,98.175,86.948
30,168,5,5.157,4.993,12.082
30,169,1,53.213,98.034,79.931
30,169,2,2.915,5.194,11.052
30,169,3,48.418,89.49,61.752
30,169,4,58.008,98.26,98.111
30,169,5,5.478,5.298,13.827
30,170,1,52.52,98.371,92.115
30,170,2,2.932,5.298,11.151
30,170,3,47.698,89.657,73.774
30,170,4,57.342,98.68,92.835
30,170,5,5.582,5.385,12.106
30,171,1,54.153,97.893,86.818
30,171,2,2.584,4.618,7.472
30,171,3,49.903,90.298,74.527
30,171,4,58.403,98.355,99.109
30,171,5,4.771,4.717,8.607
30,172,1,55.246,97.735,81.26
30,172,2,2.915,5,10.678
30,172,3,50.451,89.511,63.696
30,172,4,60.042,97.992,98.824
30,172,5,5.277,5.116,13.14
30,173,1,54.582,97.792,73.739
30,173,2,2.907,5.047,10.832
30,173,3,49.8,89.491,55.922
30,173,4,59.364,97.951,91.557
30,173,5,5.327,5.161,14.69
30,174,1,47.424,99.766,76.995
30,174,2,1.554,3.529,8.444
30,174,3,44.868,93.962,63.107
30,174,4,49.98,99.805,90.884
30,174,5,3.276,3.537,10.966
30,175,1,54.662,98.623,79.032
30,175,2,2.675,4.719,1.9
30,175,3,50.262,90.861,75.907
30,175,4,59.063,98.718,82.157
30,175,5,4.894,4.785,2.404
30,176,1,60.271,97.886,84.021
30,176,2,2.934,4.614,9.877
30,176,3,55.445,90.296,67.775
30,176,4,65.096,98.357,85.423
30,176,5,4.868,4.714,11.756
30,177,1,58.39,96.898,76.923
30,177,2,2.532,4.195,6.83
30,177,3,54.225,89.998,65.689
30,177,4,62.554,97.297,88.156
30,177,5,4.336,4.329,8.879
30,178,1,55.939,97.895,74.416
30,178,2,2.935,4.975,6.939
30,178,3,51.111,89.712,63.002
30,178,4,60.767,98.185,85.829
30,178,5,5.247,5.082,9.324
30,179,1,59.308,97.726,78.131
30,179,2,2.916,4.657,9.981
30,179,3,54.512,90.066,61.714
30,179,4,64.105,98.236,94.549
30,179,5,4.917,4.766,12.775
30,180,1,51.079,98.336,96.153
30,180,2,2.933,5.449,11.432
30,180,3,46.255,89.373,77.35
30,180,4,55.903,98.641,96.633
30,180,5,5.742,5.541,11.889
30,181,1,61.242,100,100
30,181,2,2.215,2.957,0.736
30,181,3,57.598,95.137,98.789
30,181,4,64.886,100,100
30,181,5,3.617,2.957,0.736
30,182,1,57.616,96.864,73.052
30,182,2,2.933,4.817,10.392
30,182,3,52.791,88.941,55.959
30,182,4,62.441,97.166,90.146
30,182,5,5.091,4.973,14.225
30,183,1,54.698,97.653,89.95
30,183,2,1.724,2.851,2.644
30,183,3,51.861,92.963,85.6
30,183,4,57.534,97.806,94.299
30,183,5,3.153,2.92,2.94
30,184,1,53.582,97.826,93.259
30,184,2,2.945,5.213,11.014
30,184,3,48.738,89.252,75.143
30,184,4,58.427,98.235,94.013
30,184,5,5.497,5.328,11.81
30,185,1,59.279,97.514,80.439
30,185,2,2.92,4.665,10.054
30,185,3,54.476,89.841,63.901
30,185,4,64.082,97.999,96.976
30,185,5,4.926,4.784,12.499
30,186,1,57.555,97.729,79.536
30,186,2,2.913,4.794,10.26
30,186,3,52.764,89.844,62.659
30,186,4,62.346,98.131,96.412
30,186,5,5.061,4.905,12.9
30,187,1,56.223,98.022,89.703
30,187,2,2.929,4.94,10.517
30,187,3,51.405,89.896,72.404
30,187,4,61.041,98.45,90.748
30,187,5,5.21,5.04,11.724
30,188,1,56.771,97.388,78.991
30,188,2,2.92,4.87,10.447
30,188,3,51.967,89.377,61.807
30,188,4,61.574,97.679,96.174
30,188,5,5.144,5.001,13.225
30,189,1,53.909,98.898,62.057
30,189,2,2.607,4.703,8.099
30,189,3,49.621,91.162,48.735
30,189,4,58.198,98.963,75.378
30,189,5,4.836,4.755,13.051
30,190,1,54.753,98.801,93.392
30,190,2,2.978,5.171,10.682
30,190,3,49.855,90.295,75.822
30,190,4,59.652,99.268,94.63
30,190,5,5.439,5.234,11.437
30,191,1,58.481,96.793,71.675
30,191,2,2.474,4.097,6.399
30,191,3,54.411,90.054,61.149
30,191,4,62.55,97.03,82.201
30,191,5,4.23,4.233,8.928
30,192,1,54.881,97.936,79.295
30,192,2,2.92,5.043,10.725
30,192,3,50.079,89.641,61.654
30,192,4,59.684,98.175,96.936
30,192,5,5.32,5.149,13.525
30,193,1,53.722,96.31,49.463
30,193,2,0.828,1.5,1.76
30,193,3,52.36,93.844,46.569
30,193,4,55.085,98.777,52.357
30,193,5,1.542,1.557,3.557
30,194,1,60.244,98.027,76.907
30,194,2,2.925,4.603,9.871
30,194,3,55.432,90.455,60.671
30,194,4,65.055,98.328,93.143
30,194,5,4.856,4.696,12.835
30,195,1,43.442,100,82.288
30,195,2,0.315,2.357,1.537
30,195,3,42.924,96.124,79.76
30,195,4,43.959,100,84.815
30,195,5,0.724,2.357,1.867
30,196,1,53.192,97.576,72.369
30,196,2,2.92,5.2,11.107
30,196,3,48.389,89.023,54.1
30,196,4,57.994,97.856,90.639
30,196,5,5.489,5.329,15.348
30,197,1,51.243,98.358,90.552
30,197,2,2.937,5.44,11.409
30,197,3,46.412,89.41,71.786
30,197,4,56.073,98.65,91.293
30,197,5,5.731,5.53,12.599
30,198,1,50.127,98.166,100
30,198,2,2.945,5.576,11.535
30,198,3,45.283,88.994,81.027
30,198,4,54.972,98.568,100
30,198,5,5.876,5.68,11.535
30,199,1,59.439,97.685,85.795
30,199,2,2.931,4.673,9.964
30,199,3,54.617,89.999,69.406
30,199,4,64.261,98.009,86.639
30,199,5,4.932,4.783,11.614
30,200,1,55.166,97.334,78.603
30,200,2,2.935,5.04,10.782
30,200,3,50.338,89.044,60.869
30,200,4,59.995,97.676,96.337
30,200,5,5.321,5.178,13.716
30,201,1,52.518,98.723,89.034
30,201,2,2.423,4.5,6.799
30,201,3,48.533,91.321,77.85
30,201,4,56.504,98.857,89.443
30,201,5,4.614,4.558,7.637
30,202,1,51.595,98.339,95.525
30,202,2,2.934,5.397,11.329
30,202,3,46.769,89.461,76.891
30,202,4,56.42,98.611,95.989
30,202,5,5.686,5.488,11.859
30,203,1,51.487,98.156,94.811
30,203,2,2.931,5.401,11.36
30,203,3,46.665,89.272,76.126
30,203,4,56.309,98.438,95.302
30,203,5,5.693,5.503,11.982
30,204,1,54.94,97.418,70.013
30,204,2,2.917,5.027,10.792
30,204,3,50.142,89.149,52.263
30,204,4,59.738,97.602,87.764
30,204,5,5.309,5.16,15.414
30,205,1,55.942,98.125,64.169
30,205,2,2.901,4.915,10.606
30,205,3,51.171,90.04,46.724
30,205,4,60.713,98.357,81.614
30,205,5,5.185,5.009,16.528
30,206,1,56.027,97.251,63.502
30,206,2,2.913,4.922,10.631
30,206,3,51.234,89.155,46.016
30,206,4,60.819,97.48,80.988
30,206,5,5.2,5.061,16.741
30,207,1,56.771,97.598,66.509
30,207,2,2.907,4.849,10.457
30,207,3,51.99,89.623,49.308
30,207,4,61.552,97.773,83.709
30,207,5,5.12,4.968,15.723
30,208,1,52.754,97.534,67.153
30,208,2,2.93,5.262,11.226
30,208,3,47.935,88.878,48.689
30,208,4,57.573,97.78,85.618
30,208,5,5.554,5.395,16.717
30,209,1,52.629,99.002,86.641
30,209,2,2.495,4.598,7.249
30,209,3,48.525,91.44,74.718
30,209,4,56.732,99.199,98.565
30,209,5,4.74,4.644,8.367
30,210,1,55.12,98.314,85.657
30,210,2,2.926,5.036,10.686
30,210,3,50.308,90.031,68.08
30,210,4,59.932,98.5,86.224
30,210,5,5.308,5.122,12.475
30,211,1,55.186,97.658,69.776
30,211,2,2.909,4.993,10.721
30,211,3,50.401,89.446,52.141
30,211,4,59.971,97.866,87.411
30,211,5,5.271,5.112,15.365
30,212,1,51.673,98.167,95.329
30,212,2,2.931,5.382,11.37
30,212,3,46.852,89.315,76.627
30,212,4,56.495,98.464,95.819
30,212,5,5.673,5.482,11.927
31,0,1,65.354,98.053,61.035
31,0,2,0.627,0.185,0.951
31,0,3,64.323,97.749,59.47
31,0,4,66.384,98.358,62.6
31,0,5,0.959,0.189,1.559
31,1,1,59.643,98.328,72.719
31,1,2,3.064,4.896,10.094
31,1,3,54.603,90.275,56.116
31,1,4,64.683,98.679,89.322
31,1,5,5.138,4.979,13.881
31,2,1,63.036,98.054,58.896
31,2,2,3.054,4.617,9.588
31,2,3,58.012,90.46,43.125
31,2,4,68.059,98.291,74.668
31,2,5,4.845,4.709,16.28
31,3,1,73.959,99.368,90.049
31,3,2,1.844,2.202,3.058
31,3,3,70.925,95.745,85.02
31,3,4,76.993,99.511,95.078
31,3,5,2.494,2.216,3.395
31,4,1,63.179,98.646,58.621
31,4,2,2.712,4.176,6.446
31,4,3,58.719,91.777,48.019
31,4,4,67.639,98.952,69.223
31,4,5,4.292,4.233,10.995
31,5,1,64.714,98.37,81.756
31,5,2,3.053,4.496,9.392
31,5,3,59.692,90.974,66.308
31,5,4,69.736,98.9,97.204
31,5,5,4.718,4.571,11.487
31,6,1,63.295,98.73,80.013
31,6,2,3.056,4.601,9.503
31,6,3,58.268,91.163,64.382
31,6,4,68.323,98.982,95.644
31,6,5,4.829,4.66,11.877
31,7,1,65.614,98.27,73.375
31,7,2,3.052,4.434,9.16
31,7,3,60.593,90.978,58.307
31,7,4,70.635,98.589,88.442
31,7,5,4.652,4.512,12.484
31,8,1,59.02,98.917,93.762
31,8,2,3.055,4.931,10.21
31,8,3,53.995,90.806,76.969
31,8,4,64.045,99.262,94.672
31,8,5,5.176,4.985,10.889
31,9,1,59.448,98.546,96.333
31,9,2,3.043,4.876,7.007
31,9,3,54.443,90.526,84.808
31,9,4,64.454,98.922,96.962
31,9,5,5.119,4.948,7.274
31,10,1,72.768,98.327,100
31,10,2,2.791,3.735,5.895
31,10,3,68.177,92.184,90.304
31,10,4,77.36,98.82,100
31,10,5,3.836,3.798,5.895
31,11,1,74.623,98.71,86.103
31,11,2,2.651,3.455,5.417
31,11,3,70.263,93.026,77.194
31,11,4,78.983,98.959,95.013
31,11,5,3.552,3.5,6.291
31,12,1,62.556,99.106,96.86
31,12,2,2.725,4.235,6.701
31,12,3,58.074,92.139,85.838
31,12,4,67.037,99.414,97.489
31,12,5,4.355,4.273,6.918
31,13,1,61.863,97.704,61.044
31,13,2,3.059,4.714,9.847
31,13,3,56.831,89.95,44.846
31,13,4,66.896,97.963,77.241
31,13,5,4.945,4.825,16.132
31,14,1,64.158,98.496,89.189
31,14,2,3.043,4.518,9.399
31,14,3,59.153,91.065,73.729
31,14,4,69.162,99.07,90.943
31,14,5,4.742,4.587,10.539
31,15,1,65.14,98.806,76.152
31,15,2,2.684,3.995,6.285
31,15,3,60.726,92.234,65.815
31,15,4,69.554,99.106,86.49
31,15,5,4.12,4.044,8.253
31,16,1,80.088,98.892,95.465
31,16,2,3.322,3.981,7.795
31,16,3,74.624,92.343,82.644
31,16,4,85.552,99.239,96.228
31,16,5,4.148,4.026,8.165
31,17,1,58.657,98.643,96.178
31,17,2,3.045,4.945,10.323
31,17,3,53.648,90.509,79.199
31,17,4,63.666,99.015,96.841
31,17,5,5.192,5.013,10.733
31,18,1,63.587,98.322,81.813
31,18,2,2.711,4.129,6.604
31,18,3,59.128,91.531,70.95
31,18,4,68.045,98.78,92.676
31,18,5,4.263,4.199,8.072
31,19,1,61.555,99.008,85.248
31,19,2,2.485,3.92,5.086
31,19,3,57.468,92.561,76.883
31,19,4,65.642,99.129,93.614
31,19,5,4.036,3.959,5.966
31,20,1,65.056,98.329,72.856
31,20,2,3.054,4.473,9.222
31,20,3,60.033,90.971,57.687
31,20,4,70.08,98.723,88.025
31,20,5,4.694,4.549,12.658
31,21,1,61.003,98.837,88.433
31,21,2,3.054,4.769,9.856
31,21,3,55.98,90.992,72.221
31,21,4,66.027,99.089,89.29
31,21,5,5.006,4.825,11.145
31,22,1,69.787,98.87,100
31,22,2,3.107,4.25,8.696
31,22,3,64.676,91.879,85.696
31,22,4,74.898,99.196,100
31,22,5,4.453,4.299,8.696
31,23,1,65.893,98.473,72.78
31,23,2,3.064,4.433,9.105
31,23,3,60.853,91.182,57.804
31,23,4,70.934,98.832,87.757
31,23,5,4.65,4.501,12.51
31,24,1,84.376,98.419,99.096
31,24,2,2.989,3.468,5.179
31,24,3,79.459,92.714,90.577
31,24,4,89.293,98.817,99.388
31,24,5,3.543,3.524,5.226
31,25,1,68.664,98.819,88.514
31,25,2,3.091,4.295,8.796
31,25,3,63.579,91.754,74.046
31,25,4,73.749,99.109,89.496
31,25,5,4.502,4.347,9.937
31,26,1,60.953,98.458,74.123
31,26,2,3.055,4.775,9.867
31,26,3,55.929,90.605,57.892
31,26,4,65.978,98.879,90.353
31,26,5,5.011,4.849,13.312
31,27,1,62.438,98.509,70.607
31,27,2,3.061,4.671,9.648
31,27,3,57.403,90.826,54.737
31,27,4,67.472,98.791,86.477
31,27,5,4.902,4.742,13.665
31,28,1,72.524,98.619,69.059
31,28,2,3.145,4.143,5.827
31,28,3,67.351,91.804,59.474
31,28,4,77.697,99.031,78.644
31,28,5,4.336,4.201,8.438
31,29,1,69.171,95.909,78.997
31,29,2,1.027,2.471,0.849
31,29,3,67.481,91.844,77.601
31,29,4,70.86,99.974,80.393
31,29,5,1.485,2.577,1.074
31,30,1,67.588,98.999,94.4
31,30,2,2.704,3.892,6.175
31,30,3,63.141,92.598,84.243
31,30,4,72.035,99.312,95.212
31,30,5,4,3.931,6.541
31,31,1,59.507,98.843,91.325
31,31,2,3.061,4.9,10.115
31,31,3,54.473,90.783,74.687
31,31,4,64.542,99.25,92.577
31,31,5,5.143,4.958,11.076
31,32,1,68.028,97.917,91.937
31,32,2,2.581,3.686,5.79
31,32,3,63.783,91.854,82.414
31,32,4,72.273,98.16,92.434
31,32,5,3.794,3.764,6.297
31,33,1,64.58,98.511,73.119
31,33,2,3.051,4.502,9.294
31,33,3,59.561,91.106,57.832
31,33,4,69.599,98.695,88.407
31,33,5,4.725,4.57,12.711
31,34,1,60.43,98.446,84.01
31,34,2,3.037,4.786,10.009
31,34,3,55.434,90.574,67.546
31,34,4,65.425,98.782,85.175
31,34,5,5.026,4.862,11.914
31,35,1,64.099,98.669,74.699
31,35,2,2.656,4.033,6.342
31,35,3,59.731,92.036,64.267
31,35,4,68.468,98.969,85.13
31,35,5,4.143,4.087,8.49
31,36,1,64.651,98.313,85.241
31,36,2,3.048,4.492,9.341
31,36,3,59.639,90.925,69.877
31,36,4,69.664,98.62,86.21
31,36,5,4.714,4.569,10.958
31,37,1,68.363,98.464,83.669
31,37,2,3.079,4.296,8.811
31,37,3,63.298,91.398,69.176
31,37,4,73.427,98.809,98.162
31,37,5,4.504,4.363,10.531
31,38,1,68.601,98.734,58.565
31,38,2,2.516,3.577,5.358
31,38,3,64.462,92.85,49.752
31,38,4,72.741,98.864,67.378
31,38,5,3.668,3.623,9.149
31,39,1,66.378,98.294,73.698
31,39,2,3.056,4.389,9.056
31,39,3,61.351,91.076,58.802
31,39,4,71.406,98.702,88.594
31,39,5,4.604,4.465,12.288
31,40,1,65.679,98.582,70.073
31,40,2,3.059,4.439,9.113
31,40,3,60.648,91.28,55.083
31,40,4,70.711,98.736,85.063
31,40,5,4.657,4.503,13.005
31,41,1,68.795,97.385,55.064
31,41,2,2.014,2.971,4.623
31,41,3,65.482,92.498,47.46
31,41,4,72.108,97.481,62.668
31,41,5,2.928,3.051,8.395
31,42,1,58.766,98.84,89.581
31,42,2,3.043,4.931,10.222
31,42,3,53.761,90.729,72.768
31,42,4,63.771,99.155,90.615
31,42,5,5.178,4.989,11.411
31,43,1,68.884,98.646,86.449
31,43,2,3.095,4.287,8.735
31,43,3,63.794,91.595,72.081
31,43,4,73.975,99.047,87.861
31,43,5,4.493,4.345,10.104
31,44,1,63.357,98.453,76.533
31,44,2,3.047,4.582,9.462
31,44,3,58.345,90.917,60.969
31,44,4,68.369,98.763,92.098
31,44,5,4.809,4.654,12.364
