ent,mun,est,pea,ocupados,informales
20,106,5,5.176,5.021,10.803
20,107,1,68.502,98.388,69.116
20,107,2,1.938,2.817,4.539
20,107,3,65.315,93.754,61.65
20,107,4,71.689,98.559,76.582
20,107,5,2.829,2.863,6.567
20,108,1,47.789,100,100
20,108,2,3.194,6.355,8.919
20,108,3,42.535,89.547,85.33
20,108,4,53.044,100,100
20,108,5,6.684,6.355,8.919
20,109,1,60.218,98.409,82.634
20,109,2,3.098,4.912,10.448
20,109,3,55.121,90.33,65.449
20,109,4,65.314,99.101,99.819
20,109,5,5.145,4.991,12.643
20,110,1,49.921,99.422,100
20,110,2,3.277,6.273,10.602
20,110,3,44.531,89.104,82.562
20,110,4,55.31,99.787,100
20,110,5,6.564,6.31,10.602
20,111,1,59.55,98.161,92.712
20,111,2,3.121,5.007,10.547
20,111,3,54.417,89.925,75.364
20,111,4,64.683,98.604,93.654
20,111,5,5.24,5.101,11.376
20,112,1,65.466,98.351,95.911
20,112,2,3.241,4.743,9.653
20,112,3,60.135,90.55,80.034
20,112,4,70.797,98.836,96.72
20,112,5,4.951,4.823,10.064
20,113,1,63.411,98.939,98.64
20,113,2,3.124,4.702,9.826
20,113,3,58.272,91.205,82.479
20,113,4,68.55,99.314,99.075
20,113,5,4.927,4.752,9.961
20,114,1,46.86,100,100
20,114,2,3.331,6.748,11.32
20,114,3,41.381,88.901,81.379
20,114,4,52.34,99.999,99.999
20,114,5,7.109,6.748,11.32
20,115,1,65.698,97.81,55.013
20,115,2,2.992,4.49,6.437
20,115,3,60.776,90.425,44.425
20,115,4,70.62,98.123,65.602
20,115,5,4.555,4.59,11.701
20,116,1,55.198,99.218,100
20,116,2,3.155,5.451,10.181
20,116,3,50.009,90.251,83.253
20,116,4,60.387,99.519,100
20,116,5,5.715,5.494,10.181
20,117,1,56.948,99.534,100
20,117,2,3.154,5.281,10.253
20,117,3,51.759,90.848,83.135
20,117,4,62.136,99.8,100
20,117,5,5.539,5.305,10.253
20,118,1,51.874,98.67,100
20,118,2,3.298,6.087,10.415
20,118,3,46.449,88.657,82.869
20,118,4,57.298,99.173,100
20,118,5,6.357,6.169,10.415
20,119,1,56.065,98.316,100
20,119,2,3.207,5.473,10.545
20,119,3,50.79,89.315,82.655
20,119,4,61.34,99.175,99.999
20,119,5,5.72,5.566,10.545
20,120,1,66.787,99.525,100
20,120,2,3.269,4.682,9.43
20,120,3,61.41,91.823,84.489
20,120,4,72.163,99.921,99.999
20,120,5,4.894,4.705,9.43
20,121,1,47.4,100,100
20,121,2,3.336,6.638,9.857
20,121,3,41.912,89.081,83.787
20,121,4,52.887,99.999,99.999
20,121,5,7.039,6.638,9.857
20,122,1,62.614,98.846,100
20,122,2,3.188,4.866,9.499
20,122,3,57.371,90.843,84.376
20,122,4,67.857,99.544,99.999
20,122,5,5.091,4.922,9.499
20,123,1,58.406,99.505,100
20,123,2,3.144,5.132,10.575
20,123,3,53.234,91.063,82.606
20,123,4,63.578,99.759,100
20,123,5,5.384,5.158,10.575
20,124,1,73.445,98.562,85.92
20,124,2,3.166,4.127,8.565
20,124,3,68.236,91.773,71.831
20,124,4,78.653,98.74,86.505
20,124,5,4.311,4.187,9.969
20,125,1,55.728,100,89.556
20,125,2,2.792,4.846,4.893
20,125,3,51.135,92.029,81.508
20,125,4,60.321,100,97.604
20,125,5,5.01,4.846,5.464
20,126,1,78.968,99.649,100
20,126,2,3.54,4.317,7.723
20,126,3,73.144,92.547,87.297
20,126,4,84.791,99.793,100
20,126,5,4.483,4.332,7.723
20,127,1,54.99,99.362,100
20,127,2,3.184,5.525,9.597
20,127,3,49.753,90.275,84.215
20,127,4,60.227,99.763,100
20,127,5,5.79,5.56,9.597
20,128,1,59.355,99.324,97.551
20,128,2,3.19,5.131,10.523
20,128,3,54.108,90.884,80.242
20,128,4,64.603,99.71,98.417
20,128,5,5.375,5.166,10.787
20,129,1,64.268,99.333,100
20,129,2,3.257,4.847,9.523
20,129,3,58.91,91.36,84.336
20,129,4,69.625,99.87,99.999
20,129,5,5.068,4.88,9.523
20,130,1,60.337,99.341,89.984
20,130,2,3.122,4.933,10.294
20,130,3,55.201,91.227,73.051
20,130,4,65.472,99.575,91.026
20,130,5,5.174,4.966,11.44
20,131,1,64.069,98.927,95.867
20,131,2,3.128,4.659,9.705
20,131,3,58.925,91.263,79.904
20,131,4,69.213,99.135,96.296
20,131,5,4.881,4.71,10.123
20,132,1,58.583,98.407,81.659
20,132,2,3.112,5.072,10.802
20,132,3,53.464,90.064,63.891
20,132,4,63.701,99.074,99.426
20,132,5,5.312,5.154,13.228
20,133,1,53.205,99.201,100
20,133,2,3.163,5.672,10.952
20,133,3,48.003,89.871,81.986
20,133,4,58.408,99.511,100
20,133,5,5.945,5.717,10.952
20,134,1,58.823,98.846,97.688
20,134,2,3.004,4.872,9.202
20,134,3,53.882,90.833,82.553
20,134,4,63.764,99.001,97.914
20,134,5,5.107,4.928,9.419
20,135,1,58.678,98.172,87.057
20,135,2,3.116,5.075,10.711
20,135,3,53.552,89.825,69.439
20,135,4,63.804,98.513,88.023
20,135,5,5.311,5.169,12.304
20,136,1,56.092,99.388,95.905
20,136,2,3.148,5.351,11.059
20,136,3,50.915,90.587,77.715
20,136,4,61.27,99.552,96.363
20,136,5,5.612,5.384,11.531
20,137,1,54.716,99.193,100
20,137,2,3.149,5.49,11.248
20,137,3,49.536,90.163,81.499
20,137,4,59.896,99.519,100
20,137,5,5.756,5.534,11.248
20,138,1,53.034,100,100
20,138,2,3.341,5.95,9.525
20,138,3,47.538,90.214,84.333
20,138,4,58.529,99.999,99.999
20,138,5,6.3,5.95,9.525
20,139,1,53.778,98.825,100
20,139,2,3.161,5.613,11.611
20,139,3,48.578,89.593,80.901
20,139,4,58.977,99.328,100
20,139,5,5.878,5.679,11.611
20,140,1,57.667,99.048,99.157
20,140,2,3.127,5.172,10.831
20,140,3,52.523,90.54,81.341
20,140,4,62.811,99.631,99.695
20,140,5,5.423,5.222,10.923
20,141,1,65.13,98.805,78.658
20,141,2,3.093,4.532,9.558
20,141,3,60.042,91.351,62.937
20,141,4,70.218,99.063,94.379
20,141,5,4.75,4.587,12.151
20,142,1,45.722,99.959,100
20,142,2,3.367,7.038,10.35
20,142,3,40.184,88.382,82.976
20,142,4,51.26,99.998,99.999
20,142,5,7.363,7.041,10.35
20,143,1,61.057,99.206,79.161
20,143,2,3.111,4.858,10.205
20,143,3,55.941,91.215,62.375
20,143,4,66.174,99.402,95.946
20,143,5,5.095,4.897,12.891
20,144,1,51.707,99.59,100
20,144,2,3.235,5.971,11.608
20,144,3,46.387,89.769,80.906
20,144,4,57.028,99.892,100
20,144,5,6.256,5.995,11.608
20,145,1,67.468,97.523,69.101
20,145,2,3.121,4.429,9.387
20,145,3,62.334,90.238,53.661
20,145,4,72.602,97.981,84.541
20,145,5,4.626,4.541,13.585
20,146,1,62.604,98.457,100
20,146,2,3.126,4.77,9.525
20,146,3,57.461,90.612,84.332
20,146,4,67.746,98.956,100
20,146,5,4.994,4.844,9.525
20,147,1,49.135,100,100
20,147,2,3.85,7.199,9.775
20,147,3,42.803,88.159,83.921
20,147,4,55.467,99.999,99.999
20,147,5,7.835,7.199,9.775
20,148,1,53.31,99.438,100
20,148,2,3.201,5.731,11.671
20,148,3,48.044,90.012,80.803
20,148,4,58.575,99.758,100
20,148,5,6.005,5.763,11.671
20,149,1,57.495,99.012,98.817
20,149,2,3.139,5.209,10.847
20,149,3,52.331,90.444,80.976
20,149,4,62.659,99.462,99.322
20,149,5,5.46,5.261,10.977
20,150,1,63.538,98.277,76.612
20,150,2,3.088,4.64,9.87
20,150,3,58.46,90.645,60.377
20,150,4,68.617,98.527,92.847
20,150,5,4.859,4.722,12.883
20,151,1,71.476,99.653,100
20,151,2,3.365,4.515,8.342
20,151,3,65.941,92.227,86.278
20,151,4,77.01,99.958,99.999
20,151,5,4.708,4.53,8.342
20,152,1,56.085,99.002,100
20,152,2,3.148,5.355,11.084
20,152,3,50.908,90.193,81.768
20,152,4,61.262,99.432,100
20,152,5,5.612,5.409,11.084
20,153,1,65.042,99.148,87.627
20,153,2,2.778,4.147,6.586
20,153,3,60.473,92.327,76.795
20,153,4,69.612,99.422,98.46
20,153,5,4.271,4.183,7.515
20,154,1,51.742,99.324,100
20,154,2,3.186,5.875,11.162
20,154,3,46.502,89.66,81.64
20,154,4,56.983,99.669,100
20,154,5,6.157,5.915,11.162
20,155,1,61.608,98.43,93.611
20,155,2,3.097,4.798,10.156
20,155,3,56.514,90.537,76.905
20,155,4,66.701,99.173,95.333
20,155,5,5.026,4.875,10.849
20,156,1,59.07,98.74,85.249
20,156,2,3.111,5.025,10.586
20,156,3,53.953,90.474,67.836
20,156,4,64.186,99.125,86.726
20,156,5,5.266,5.089,12.418
20,157,1,64.085,97.765,66.739
20,157,2,2.801,4.15,6.291
20,157,3,59.478,90.938,56.391
20,157,4,68.692,98.018,77.087
20,157,5,4.371,4.245,9.427
20,158,1,57.998,98.851,98.051
20,158,2,3.12,5.132,10.745
20,158,3,52.866,90.41,80.378
20,158,4,63.13,99.32,98.696
20,158,5,5.379,5.192,10.958
20,159,1,56.675,98.979,94.868
20,159,2,3.142,5.29,11.013
20,159,3,51.507,90.277,76.754
20,159,4,61.843,99.289,95.625
20,159,5,5.544,5.345,11.609
20,160,1,59.223,99.336,97.26
20,160,2,3.138,5.053,10.512
20,160,3,54.061,91.024,79.97
20,160,4,64.386,99.715,98.178
20,160,5,5.299,5.087,10.808
20,161,1,52.07,98.888,100
20,161,2,3.184,5.839,11.98
20,161,3,46.834,89.284,80.295
20,161,4,57.307,99.316,100
20,161,5,6.114,5.905,11.98
20,162,1,62.801,98.13,95.561
20,162,2,3.103,4.72,10.018
20,162,3,57.697,90.366,79.083
20,162,4,67.905,98.761,96.602
20,162,5,4.941,4.81,10.483
20,163,1,55.48,99.613,100
20,163,2,3.2,5.502,10.635
20,163,3,50.216,90.562,82.507
20,163,4,60.744,99.875,100
20,163,5,5.768,5.524,10.635
20,164,1,54.41,98.796,100
20,164,2,3.165,5.555,11.242
20,164,3,49.203,89.658,81.508
20,164,4,59.617,99.239,100
20,164,5,5.818,5.623,11.242
20,165,1,59.059,100,100
20,165,2,3.209,5.182,10.345
20,165,3,53.78,91.477,82.984
20,165,4,64.338,100,100
20,165,5,5.434,5.182,10.345
20,166,1,61.275,98.92,86.198
20,166,2,2.633,4.08,4.982
20,166,3,56.944,92.209,78.003
20,166,4,65.606,99.134,94.393
20,166,5,4.297,4.125,5.78
20,167,1,58.71,98.446,98.466
20,167,2,3.126,5.085,10.699
20,167,3,53.568,90.082,80.868
20,167,4,63.851,99.018,99.038
20,167,5,5.324,5.165,10.866
20,168,1,57.6,99.592,99.308
20,168,2,3.178,5.262,10.809
20,168,3,52.372,90.936,81.528
20,168,4,62.827,99.901,99.769
20,168,5,5.518,5.284,10.885
20,169,1,55.726,99.455,97.189
20,169,2,3.152,5.393,11.142
20,169,3,50.54,90.584,78.863
20,169,4,60.911,99.696,97.815
20,169,5,5.657,5.423,11.464
20,170,1,60.916,98.49,100
20,170,2,3.125,4.899,9.675
20,170,3,55.776,90.431,84.085
20,170,4,66.056,98.917,100
20,170,5,5.13,4.974,9.675
20,171,1,52.08,99.321,100
20,171,2,3.181,5.828,11.073
20,171,3,46.848,89.735,81.787
20,171,4,57.312,99.474,100
20,171,5,6.108,5.867,11.073
20,172,1,57.35,99.34,100
20,172,2,2.963,5.02,7.619
20,172,3,52.477,91.083,87.468
20,172,4,62.224,99.853,99.999
20,172,5,5.166,5.053,7.619
20,173,1,55.769,99.454,97.153
20,173,2,3.171,5.423,11.163
20,173,3,50.552,90.533,78.792
20,173,4,60.985,99.785,98.089
20,173,5,5.686,5.453,11.49
20,174,1,58.989,94.726,62.782
20,174,2,1.963,2.801,6.631
20,174,3,55.76,90.119,51.874
20,174,4,62.218,99.333,73.689
20,174,5,3.328,2.957,10.562
20,175,1,54.17,99.141,96.641
20,175,2,3.161,5.567,11.529
20,175,3,48.971,89.984,77.678
20,175,4,59.37,99.602,97.706
20,175,5,5.835,5.616,11.929
20,176,1,53.674,99.484,99.036
20,176,2,3.201,5.689,11.604
20,176,3,48.41,90.126,79.949
20,176,4,58.939,99.75,99.43
20,176,5,5.963,5.719,11.717
20,177,1,59.719,98.793,73.803
20,177,2,3.092,4.938,10.498
20,177,3,54.634,90.671,56.536
20,177,4,64.805,99.034,91.07
20,177,5,5.177,4.998,14.224
20,178,1,57.13,97.35,68.199
20,178,2,3.181,5.338,11.237
20,178,3,51.898,88.571,49.717
20,178,4,62.363,97.805,86.682
20,178,5,5.568,5.483,16.476
20,179,1,58.749,99.098,97.084
20,179,2,2.84,4.704,7.621
20,179,3,54.079,91.361,84.549
20,179,4,63.42,99.562,98.037
20,179,5,4.833,4.747,7.849
20,180,1,55.373,99.839,88.329
20,180,2,3.171,5.459,11.199
20,180,3,50.157,90.861,69.909
20,180,4,60.589,99.961,90.035
20,180,5,5.727,5.467,12.678
20,181,1,45.158,100,100
20,181,2,3.714,7.553,9.596
20,181,3,39.049,87.576,84.215
20,181,4,51.266,99.999,99.999
20,181,5,8.224,7.553,9.596
20,182,1,53.406,99.57,93.005
20,182,2,3.184,5.686,11.774
20,182,3,48.17,90.218,73.638
20,182,4,58.643,99.832,94.414
20,182,5,5.961,5.71,12.66
20,183,1,51.795,100,100
20,183,2,3.369,6.131,10.704
20,183,3,46.254,89.916,82.394
20,183,4,57.336,100,100
20,183,5,6.504,6.131,10.704
20,184,1,64.511,98.24,74.772
20,184,2,2.132,3.137,4.98
20,184,3,61.004,93.079,66.581
20,184,4,68.018,98.316,82.964
20,184,5,3.305,3.194,6.66
20,185,1,59.427,98.619,78.71
20,185,2,3.095,4.969,10.536
20,185,3,54.337,90.446,61.38
20,185,4,64.518,98.9,96.041
20,185,5,5.208,5.038,13.386
20,186,1,58.083,99.423,100
20,186,2,3.21,5.276,10.143
20,186,3,52.803,90.745,83.317
20,186,4,63.362,99.875,99.999
20,186,5,5.526,5.307,10.143
20,187,1,54.347,99.152,100
20,187,2,3.155,5.538,10.143
20,187,3,49.157,90.042,83.317
20,187,4,59.537,99.57,100
20,187,5,5.806,5.586,10.143
20,188,1,57.102,98.763,91.081
20,188,2,3.118,5.21,10.931
20,188,3,51.974,90.194,73.101
20,188,4,62.23,99.031,91.851
20,188,5,5.46,5.275,12.001
20,189,1,58.118,98.67,100
20,189,2,3.127,5.136,10.46
20,189,3,52.974,90.222,82.795
20,189,4,63.261,99.124,100
20,189,5,5.381,5.205,10.46
20,190,1,61.335,99.069,87.01
20,190,2,3.108,4.832,10.123
20,190,3,56.224,91.121,70.359
20,190,4,66.447,99.216,87.591
20,190,5,5.067,4.878,11.634
20,191,1,56.392,99.508,100
20,191,2,3.253,5.509,10.472
20,191,3,51.042,90.445,82.776
20,191,4,61.742,99.937,99.999
20,191,5,5.768,5.537,10.472
20,192,1,61.37,98.358,86.057
20,192,2,3.159,4.921,10.281
20,192,3,56.174,90.264,69.147
20,192,4,66.566,98.98,88.14
20,192,5,5.147,5.003,11.947
20,193,1,60.128,98.105,90.217
20,193,2,2.769,4.484,7.348
20,193,3,55.574,90.729,78.131
20,193,4,64.682,98.653,91.575
20,193,5,4.605,4.571,8.145
20,194,1,83.672,99.523,100
20,194,2,3.846,4.449,7.432
20,194,3,77.346,92.204,87.776
20,194,4,89.999,99.789,100
20,194,5,4.597,4.471,7.432
20,195,1,48.737,100,100
20,195,2,3.344,6.548,10.391
20,195,3,43.237,89.23,82.909
20,195,4,54.237,100,100
20,195,5,6.861,6.548,10.391
20,196,1,53.47,99.741,100
20,196,2,3.307,5.91,9.616
20,196,3,48.03,90.021,84.183
20,196,4,58.91,99.975,99.999
20,196,5,6.185,5.925,9.616
20,197,1,67.813,98.881,94.403
20,197,2,3.176,4.478,9.241
20,197,3,62.589,91.515,79.203
20,197,4,73.037,99.237,95.275
20,197,5,4.684,4.529,9.789
20,198,1,53.218,98.898,87.934
20,198,2,3.158,5.666,11.757
20,198,3,48.022,89.579,68.594
20,198,4,58.413,99.046,88.447
20,198,5,5.935,5.729,13.371
20,199,1,39.833,100,100
20,199,2,3.983,9.002,9.55
20,199,3,33.282,85.193,84.292
20,199,4,46.384,99.999,99.999
20,199,5,9.999,9.002,9.55
20,200,1,56.343,98.768,97.932
20,200,2,3.136,5.313,11.073
20,200,3,51.184,90.029,79.719
20,200,4,61.502,99.162,98.464
20,200,5,5.567,5.379,11.307
20,201,1,56.848,98.882,97.969
20,201,2,3.136,5.264,10.987
20,201,3,51.69,90.223,79.897
20,201,4,62.005,99.379,98.685
20,201,5,5.516,5.323,11.214
20,202,1,64.336,98.925,94.645
20,202,2,2.817,4.256,6.685
20,202,3,59.702,91.924,83.648
20,202,4,68.97,99.254,95.447
20,202,5,4.379,4.302,7.064
20,203,1,54.322,100,100
20,203,2,3.312,5.786,11.21
20,203,3,48.874,90.483,81.561
20,203,4,59.77,100,100
20,203,5,6.097,5.786,11.21
20,204,1,48.616,100,100
20,204,2,3.267,6.398,11.324
20,204,3,43.242,89.476,81.373
20,204,4,53.989,99.999,99.999
20,204,5,6.72,6.398,11.324
20,205,1,55.78,99.16,94.215
20,205,2,2.705,4.744,7.289
20,205,3,51.331,91.356,82.226
20,205,4,60.23,99.327,94.68
20,205,5,4.849,4.785,7.736
20,206,1,54.425,99.345,89.187
20,206,2,3.145,5.51,11.499
20,206,3,49.251,90.281,70.273
20,206,4,59.599,99.668,90.808
20,206,5,5.779,5.547,12.893
20,207,1,56.279,99.12,93.095
20,207,2,2.684,4.646,7.19
20,207,3,51.865,91.478,81.268
20,207,4,60.694,99.284,93.583
20,207,5,4.768,4.687,7.724
20,208,1,50.693,99.781,100
20,208,2,3.229,6.075,11.347
20,208,3,45.382,89.788,81.336
20,208,4,56.004,99.891,100
20,208,5,6.369,6.089,11.347
20,209,1,40.043,100,100
20,209,2,3.626,8.41,9.343
20,209,3,34.079,86.166,84.633
20,209,4,46.006,99.999,99.999
20,209,5,9.054,8.41,9.343
20,210,1,49.947,99.146,100
20,210,2,3.224,6.166,11.473
20,210,3,44.645,89.005,81.128
20,210,4,55.25,99.426,100
20,210,5,6.454,6.219,11.473
20,211,1,55.469,99.478,95.932
20,211,2,3.171,5.453,11.229
20,211,3,50.253,90.508,77.462
20,211,4,60.685,99.74,96.809
20,211,5,5.717,5.482,11.705
20,212,1,53.332,99.533,100
20,212,2,3.191,5.707,10.097
20,212,3,48.084,90.145,83.392
20,212,4,58.581,99.786,100
20,212,5,5.983,5.734,10.097
20,213,1,53.12,99.775,100
20,213,2,3.249,5.838,11.187
20,213,3,47.776,90.171,81.6
20,213,4,58.464,99.917,100
20,213,5,6.116,5.852,11.187
20,214,1,55.031,99.114,100
20,214,2,3.155,5.47,11.212
20,214,3,49.841,90.118,81.558
20,214,4,60.221,99.526,100
20,214,5,5.733,5.519,11.212
20,215,1,56.765,98.402,90.12
20,215,2,3.144,5.292,11.102
20,215,3,51.594,89.698,71.859
20,215,4,61.937,99.227,92.588
20,215,5,5.539,5.378,12.319
20,216,1,52.89,99.392,97.968
20,216,2,3.176,5.727,11.818
20,216,3,47.667,89.972,78.529
20,216,4,58.114,99.779,98.821
20,216,5,6.004,5.762,12.063
20,217,1,52.477,99.318,100
20,217,2,3.175,5.771,11.131
20,217,3,47.255,89.825,81.691
20,217,4,57.699,99.627,100
20,217,5,6.05,5.811,11.131
20,218,1,71.211,99.768,100
20,218,2,3.491,4.711,8.136
20,218,3,65.468,92.018,86.617
20,218,4,76.954,99.968,99.999
20,218,5,4.903,4.722,8.136
20,219,1,63.831,98.635,100
20,219,2,3.217,4.823,9.79
20,219,3,58.538,90.701,83.897
20,219,4,69.123,99.084,100
20,219,5,5.041,4.89,9.79
20,220,1,56.205,98.95,89.256
20,220,2,3.158,5.364,11.138
20,220,3,51.01,90.127,70.936
20,220,4,61.4,99.362,90.778
20,220,5,5.619,5.421,12.479
20,221,1,51.968,99.917,95.542
20,221,2,3.193,5.857,11.985
20,221,3,46.716,90.283,75.828
20,221,4,57.221,99.991,96.785
20,221,5,6.145,5.862,12.544
20,222,1,60.407,99.015,95.314
20,222,2,3.122,4.931,10.32
20,222,3,55.271,90.905,78.339
20,222,4,65.542,99.502,96.551
20,222,5,5.169,4.98,10.828
20,223,1,56.763,99.201,100
20,223,2,3.208,5.396,9.548
20,223,3,51.487,90.325,84.294
20,223,4,62.039,99.813,99.999
20,223,5,5.651,5.44,9.548
20,224,1,53.077,98.887,100
20,224,2,3.206,5.772,11.33
20,224,3,47.802,89.393,81.364
20,224,4,58.351,99.586,99.999
20,224,5,6.041,5.837,11.33
20,225,1,56.259,98.506,96.508
20,225,2,3.135,5.322,11.139
20,225,3,51.102,89.751,78.186
20,225,4,61.416,98.872,97.095
20,225,5,5.573,5.403,11.542
20,226,1,65.173,98.61,90.106
20,226,2,3.119,4.571,9.576
20,226,3,60.042,91.091,74.354
20,226,4,70.303,99.043,91.387
20,226,5,4.786,4.635,10.628
20,227,1,74.306,93.544,56.739
20,227,2,1.245,2.535,7.273
20,227,3,72.257,89.374,44.777
20,227,4,76.354,97.713,68.702
20,227,5,1.676,2.71,12.818
20,228,1,62.791,99.293,100
20,228,2,3.132,4.757,9.467
20,228,3,57.64,91.468,84.428
20,228,4,67.942,99.77,99.999
20,228,5,4.987,4.791,9.467
20,229,1,55.167,98.085,97.762
20,229,2,3.21,5.572,11.478
20,229,3,49.887,88.92,78.883
20,229,4,60.448,98.456,98.17
20,229,5,5.819,5.681,11.741
20,230,1,50.677,100,100
20,230,2,3.327,6.183,11.087
20,230,3,45.206,89.829,81.763
20,230,4,56.149,99.999,99.999
20,230,5,6.564,6.183,11.087
20,231,1,57.877,98.778,92.956
20,231,2,2.793,4.696,7.595
20,231,3,53.282,91.055,80.464
20,231,4,62.472,99.198,94.075
20,231,5,4.827,4.754,8.17
20,232,1,59.335,98.662,88.556
20,232,2,2.638,4.33,6.764
20,232,3,54.996,91.54,77.431
20,232,4,63.674,98.847,99.681
20,232,5,4.446,4.389,7.638
20,233,1,52.941,98.398,100
20,233,2,3.279,5.933,9.992
20,233,3,47.547,88.639,83.565
20,233,4,58.335,99.02,100
20,233,5,6.194,6.03,9.992
20,234,1,52.14,99.239,100
20,234,2,3.177,5.814,11.663
20,234,3,46.915,89.676,80.815
20,234,4,57.366,99.482,100
20,234,5,6.093,5.859,11.663
20,235,1,54.027,99.416,100
20,235,2,3.18,5.614,10.94
20,235,3,48.797,90.182,82.005
20,235,4,59.257,99.672,100
20,235,5,5.885,5.647,10.94
20,236,1,55.65,99.445,100
20,236,2,3.181,5.452,10.166
20,236,3,50.418,90.477,83.278
20,236,4,60.881,99.807,100
20,236,5,5.715,5.483,10.166
20,237,1,57.154,99.638,100
20,237,2,3.194,5.331,10.848
20,237,3,51.901,90.87,82.157
20,237,4,62.408,99.881,100
20,237,5,5.588,5.35,10.848
20,238,1,56.201,99.241,98.895
20,238,2,3.138,5.323,11.106
20,238,3,51.04,90.485,80.626
20,238,4,61.362,99.716,99.51
20,238,5,5.583,5.364,11.231
20,239,1,51.485,98.718,100
20,239,2,3.215,5.97,12.002
20,239,3,46.197,88.898,80.258
20,239,4,56.774,99.4,100
20,239,5,6.245,6.047,12.002
20,240,1,51.936,99.285,100
20,240,2,3.223,5.927,10.849
20,240,3,46.635,89.537,82.155
20,240,4,57.237,99.631,100
20,240,5,6.206,5.969,10.849
20,241,1,58.003,99.858,100
20,241,2,3.233,5.32,9.452
20,241,3,52.684,91.107,84.452
20,241,4,63.321,99.982,100
20,241,5,5.575,5.328,9.452
20,242,1,52.333,99.99,100
20,242,2,3.218,5.864,11.205
20,242,3,47.039,90.345,81.57
20,242,4,57.627,99.999,100
20,242,5,6.15,5.865,11.205
20,243,1,69.391,98.295,85.206
20,243,2,3.184,4.393,9.137
20,243,3,64.155,91.069,70.176
20,243,4,74.628,98.857,87.071
20,243,5,4.588,4.469,10.724
20,244,1,58.707,99.08,83.579
20,244,2,2.757,4.564,7.409
20,244,3,54.172,91.574,71.393
20,244,4,63.243,99.405,95.765
20,244,5,4.697,4.606,8.864
20,245,1,56.764,98.738,93.772
20,245,2,3.137,5.275,11.027
20,245,3,51.604,90.061,75.633
20,245,4,61.924,99.346,95.346
20,245,5,5.527,5.343,11.76
20,246,1,63.261,99.225,100
20,246,2,3.212,4.852,8.847
20,246,3,57.978,91.243,85.448
20,246,4,68.545,99.762,99.999
20,246,5,5.078,4.89,8.847
20,247,1,63.465,98.573,85.95
20,247,2,3.15,4.743,9.929
20,247,3,58.284,90.772,69.619
20,247,4,68.645,99.135,87.995
20,247,5,4.963,4.811,11.552
20,248,1,64.154,98.725,90.057
20,248,2,3.094,4.601,9.703
20,248,3,59.066,91.157,74.097
20,248,4,69.242,98.933,90.667
20,248,5,4.822,4.661,10.774
20,249,1,59.372,99.08,95.376
20,249,2,3.132,5.033,10.447
20,249,3,54.22,90.802,78.193
20,249,4,64.524,99.412,96.202
20,249,5,5.276,5.079,10.953
20,250,1,58.774,98.538,86.612
20,250,2,3.108,5.048,10.714
20,250,3,53.662,90.235,68.989
20,250,4,63.887,99.195,88.974
20,250,5,5.288,5.123,12.37
20,251,1,60.001,98.449,100
20,251,2,3.126,4.976,10.14
20,251,3,54.859,90.265,83.321
20,251,4,65.143,99.163,100
20,251,5,5.21,5.054,10.14
20,252,1,56.431,98.837,99.072
20,252,2,3.143,5.315,11.061
20,252,3,51.262,90.095,80.879
20,252,4,61.6,99.305,99.482
20,252,5,5.569,5.378,11.164
20,253,1,53.983,100,100
20,253,2,3.247,5.712,11.508
20,253,3,48.642,90.605,81.071
20,253,4,59.324,100,100
20,253,5,6.015,5.712,11.508
20,254,1,56.254,99.091,91.576
20,254,2,3.126,5.299,11.166
20,254,3,51.113,90.375,73.209
20,254,4,61.396,99.444,92.81
20,254,5,5.557,5.348,12.194
20,255,1,60.887,98.618,100
20,255,2,3.132,4.912,9.772
20,255,3,55.735,90.539,83.927
20,255,4,66.039,99.155,100
20,255,5,5.144,4.981,9.772
20,256,1,66.086,98.763,100
20,256,2,3.17,4.585,9.505
20,256,3,60.872,91.221,84.366
20,256,4,71.299,99.704,99.998
20,256,5,4.796,4.643,9.505
20,257,1,53.979,99.402,100
20,257,2,3.18,5.62,10.33
20,257,3,48.748,90.158,83.009
20,257,4,59.21,99.796,100
20,257,5,5.892,5.654,10.33
20,258,1,54.538,99.696,100
20,258,2,3.26,5.707,9.695
20,258,3,49.176,90.309,84.053
20,258,4,59.9,99.949,99.999
20,258,5,5.977,5.724,9.695
20,259,1,61.636,98.914,100
20,259,2,3.166,4.905,9.081
20,259,3,56.429,90.846,85.063
20,259,4,66.843,99.366,100
20,259,5,5.136,4.959,9.081
20,260,1,56.675,98.774,100
20,260,2,3.148,5.302,10.855
20,260,3,51.497,90.053,82.145
20,260,4,61.853,99.262,100
20,260,5,5.554,5.368,10.855
20,261,1,52.1,100,100
20,261,2,3.212,5.878,11.585
20,261,3,46.817,90.332,80.944
20,261,4,57.384,100,100
20,261,5,6.166,5.878,11.585
20,262,1,62.991,99.108,99.987
20,262,2,3.146,4.767,9.93
20,262,3,57.816,91.267,83.654
20,262,4,68.165,99.62,99.999
20,262,5,4.994,4.81,9.931
20,263,1,58.057,99.691,100
20,263,2,3.173,5.211,9.452
20,263,3,52.838,91.12,84.453
20,263,4,63.276,99.873,100
20,263,5,5.465,5.227,9.452
20,264,1,48.615,99.567,100
20,264,2,3.265,6.415,11.628
20,264,3,43.244,89.014,80.874
20,264,4,53.986,99.838,100
20,264,5,6.717,6.443,11.628
20,265,1,56.176,99.092,89.695
20,265,2,3.132,5.318,11.099
20,265,3,51.023,90.344,71.439
